tweet_created,tweet_id,tweet_content
2022-05-25 20:34:10+00:00,1529561486422589440,"@JoeMyGod Yes, given the way this country and its politicians actively promote gerrymandering the only way we are a… https://t.co/7iOGk5Z3aa"
2022-05-25 20:34:09+00:00,1529561482408493056,@MrsRobPope @davidhogg111 You had a super majority in congress didn’t you?
2022-05-25 20:34:09+00:00,1529561482131906562,@CNYCentral Some in Congress will and the rest will work on thoughts and prayers.
2022-05-25 20:34:06+00:00,1529561467338604552,"In other words, only a very vocal minority of Republicans have the Hands Off My Guns mentality we're bombarded w/af… https://t.co/JoJQfmfLBH"
2022-05-25 20:34:05+00:00,1529561464972910594,"The House will vote on a so-called red flag gun bill when lawmakers return to Washington in two weeks.

https://t.co/C2adpFd6mP"
2022-05-25 20:34:04+00:00,1529561458849226756,💔 Can someone please explain what #GeorgeFloyd has ANYTHING to do with the #TexasSchoolMassacre‼️ He was a #drug us… https://t.co/O5RLgnrTyr
2022-05-25 20:34:03+00:00,1529561456349327360,PNG elections: Peoples' National Congress party endorses over 90 candidates https://t.co/G2CKHalSgo #PNG https://t.co/NmIrJtZKSr
2022-05-25 20:34:02+00:00,1529561449365897218,Raising the age to buy a gun and requiring extensive background checks federally seems like two things that could b… https://t.co/cKuHbKYqSg
2022-05-25 20:34:01+00:00,1529561447075921920,"Rising #childcare costs hurt families, with some even experiencing homelessness. We must increase equitable access… https://t.co/6VmW4PGJIk"
2022-05-25 20:34:00+00:00,1529561442239893504,"refuse or unwilling to act, let’s refuse or be unwilling to vote for those congress persons. #freshcongress @AOC"
2022-05-25 20:33:57+00:00,1529561431586258945,@ResistGOPism Good. Don’t give up. We accumulate the power to make change by increasing our representation in congr… https://t.co/svvW3OEAsq
2022-05-25 20:33:57+00:00,1529561428818001921,@BidenTour @questauthority You're attempting to imply that the regulations we have now are the only regulations pos… https://t.co/dn4rp5ETN6
2022-05-25 20:33:56+00:00,1529561426196561927,@NicolleDWallace Everybody with any common sense should be outraged! My God in what other country could a person no… https://t.co/Qn4oi3bnGi
2022-05-25 20:33:55+00:00,1529561423508119553,"People: Can we have gun control?
Congress: We have gun control at home.

Gun control at home: ""Good guys with guns"""
2022-05-25 20:33:55+00:00,1529561423222919170,@JDiamond1 @SpiroAgnewGhost Congress has an approval rating now of 9. NINE!!! Would you eat at a restaurant rated 9… https://t.co/rPJ129f0cq
2022-05-25 20:33:54+00:00,1529561419506761729,"@TonyTonyRoy Aye it’s a play over power in Congress, a fucking absolute disgrace of a nation, mental"
2022-05-25 20:33:54+00:00,1529561417023643649,"@ShitcoinWhispr If you don't understand its not to late to learn how America was founded, how the Constitution work… https://t.co/nZD96gRBmK"
2022-05-25 20:33:53+00:00,1529561412900626437,"Then WE have to move THEM...
the hell out of Congress!
They are DO NOTHING Republicans
except ensuring PROFIT for t… https://t.co/lsXWU4fxYj"
2022-05-25 20:33:52+00:00,1529561409289322499,"Meanwhile, Democrats in Congress wait patiently for Republicans to embrace gun legislation. https://t.co/lhZuafgGZ2"
2022-05-25 20:33:51+00:00,1529561407124955136,"Hey @SenJohnHoeven the gun lobby has spent $22,050  in support of you. Represent the voters, not the gun lobby, or… https://t.co/kx7tMHf7Qx"
2022-05-25 20:33:51+00:00,1529561406466662402,I hope the parents of the slain children in Texas sue every member of congress that voted against gun legislation a… https://t.co/7ZeUyXFhYj
2022-05-25 20:33:50+00:00,1529561400066056195,"@BlameBigGovt He was a member of Congress, a body currently regarded about as highly as a yeast infection."
2022-05-25 20:33:48+00:00,1529561392998764547,"After Texas tragedy, Schumer says Democrats will negotiate on guns https://t.co/qIIdkDMhdZ"
2022-05-25 20:33:47+00:00,1529561388640763904,"Hey @marcorubio the gun lobby has spent $3,303,355  in support of you. Represent the voters, not the gun lobby, or… https://t.co/pTT34gQ2a0"
2022-05-25 20:33:45+00:00,1529561380353114112,"Sanket Upadhyay calls himself a journalist. 

NDTV calls itself a news channel.

Congress calls itself a democratic… https://t.co/qwVFoxd2MV"
2022-05-25 20:33:44+00:00,1529561377521733632,"A Republican member of Congress owns a gun store and makes millions selling military-style rifles, body armor, ammu… https://t.co/MHJFMJfMiE"
2022-05-25 20:33:43+00:00,1529561369657450496,"We talk about upholding the constitution, but that same legislation is what’s killing our children, our parents, ou… https://t.co/YiWgi1rDYy"
2022-05-25 20:33:40+00:00,1529561359561760768,"@JudyWoodruff @NBCNews @washingtonpost @POTUS @RepDonBeyer re: Dr. Topol at Scripps, a widespread Covid variant vax… https://t.co/11Cz7ck2TB"
2022-05-25 20:33:38+00:00,1529561352574234624,@CoryBooker Do you and others members of Congress and the Senate enjoy armed protection? Why not our children? Why… https://t.co/xheWWSzQEH
2022-05-25 20:33:38+00:00,1529561351391268865,"@Pierre77200 @lalasosophie Encore mieux 😻

tu crois que je devrais supprimer mon twt pour pas inquiéter ?"
2022-05-25 20:33:37+00:00,1529561346332844032,@AOC Why are you on Congress ???
2022-05-25 20:33:37+00:00,1529561345879834627,@SliderLinda But does the federal government have the right to tell an Italian-American man what he can or cannot d… https://t.co/eDh1z9bRtR
2022-05-25 20:33:34+00:00,1529561332403478528,"This is who @SpeakerPelosi @LeaderHoyer @WhipClyburn want in Congress. This is what they support, regardless of wha… https://t.co/rhEwfj35MO"
2022-05-25 20:33:31+00:00,1529561319758000129,https://t.co/GRj51OArE8
2022-05-25 20:33:27+00:00,1529561306000498688,@BY1959 @RonFilipkowski This guy is a disgrace to Congress &amp; to the medical profession.
2022-05-25 20:33:26+00:00,1529561300203806720,@jrpsaki Don’t ask how when you know who controls Congress &amp; who funds their campaigns. You know the answer. What u… https://t.co/Y373Sxquxs
2022-05-25 20:33:25+00:00,1529561296122875904,4chan trolls and even members of Congress quickly fomented anti-trans rhetoric based on lies. https://t.co/x7SfuLicZi
2022-05-25 20:33:24+00:00,1529561292956225537,"@NewYorker @winterjessica Stop blaming ""Congress"" and start putting blame where it mainly belongs: with the GOP. Mi… https://t.co/evbeyvjCg0"
2022-05-25 20:33:24+00:00,1529561292033359880,@LindseyGrahamSC I don’t understand why this is political!  Children have died! Can congress for once so what is ri… https://t.co/DhVFqazydA
2022-05-25 20:33:22+00:00,1529561285427625984,@tapmal5 @RashmiDVS @WokeWire @SanghisUnited We also have union of nincompoops. Known as Congress and AAP!
2022-05-25 20:33:22+00:00,1529561284395532289,"So I understand Congress can’t just pass any law it wants. It has to be one that’s vested under Art. 1 § 8. 

I’m c… https://t.co/g72trohkD9"
2022-05-25 20:33:21+00:00,1529561278368215041,@BLEACHEDxCROSS @BalnisMichael @JoshuaPotash Yes making enough to “mostly” cover your student debt &amp; credit card pa… https://t.co/LaPkWF4XVg
2022-05-25 20:33:20+00:00,1529561276103499776,"President Biden there are two mass shooting in New York and Texas in a few days, if this happened in any country it… https://t.co/EU6gou5G83"
2022-05-25 20:33:18+00:00,1529561265567215616,"@KTVB Admire his passion, but instead of blaming the Republicans, just ask Congress to get something passed. Be sur… https://t.co/HHwTqqswOO"
2022-05-25 20:33:17+00:00,1529561261062639616,@nathaliejacoby1 Yes.  I am a teacher and I have a background check every school year.I think members of Congress s… https://t.co/oFand46JOM
2022-05-25 20:33:15+00:00,1529561253253124096,@Sinner_Lilith @asjah8 @therrienv @skeeduu @henriziolkowski @ahrehead @JenCages @417craig @radicalcentrst… https://t.co/O5hSpfizrh
2022-05-25 20:33:14+00:00,1529561249494728705,"George Floyd Policing Act?
how retarded can Congress get with this?"
2022-05-25 20:33:13+00:00,1529561243731779588,"Estamos no Smart City Business Brazil Congress 2022, o mais estratégico evento sobre cidades inteligentes, apresent… https://t.co/HGJQWt85o9"
2022-05-25 20:33:11+00:00,1529561237234892800,"@chipfranklin Best way is : The   Congress,  Block politicians to receive donations  from guns makers  or NRA ."
2022-05-25 20:33:11+00:00,1529561236765130753,"@laurenboebert true, I mean just look at the witch they have in Congress over in Colorado"
2022-05-25 20:33:10+00:00,1529561231769882624,".@Potus @JoeBiden if you’re going to hostile territory anyway, go to Congress, please. https://t.co/PCpX5nIuux"
2022-05-25 20:33:09+00:00,1529561230410764288,"@JDTsamohT Most Americans want background checks, red flag laws and restrictions on some firearms. I believe it’s a… https://t.co/CXRGsGDfbV"
2022-05-25 20:33:08+00:00,1529561225277087745,@PennyCarrigan1 Republican Congress the deadliest people we know. Have done nothing to help Americans. there with t… https://t.co/btS9Ldg41X
2022-05-25 20:33:07+00:00,1529561220742782976,Word of the day is NOTHING! Congress isn't about to do anything to prevent the next school shooting. Sandy hook sho… https://t.co/L1nvQN1nuG
2022-05-25 20:33:06+00:00,1529561215223189505,"@HolyCrapucine @adz122 t'es pas là pour te battre avec ta soeur

t'as autre chose à faire pour le moment

plus tard… https://t.co/74AhrlL1Jj"
2022-05-25 20:33:05+00:00,1529561212295565314,Here are the gun bills stalled in Congress https://t.co/r7KY1bvE8D https://t.co/2FXsNFEuOg
2022-05-25 20:33:03+00:00,1529561203193925637,"Having failed to pass her police reform bill while in the Senate, @VP @KamalaHarris gives remarks as @POTUS Biden p… https://t.co/bGKZdHmMDx"
2022-05-25 20:33:02+00:00,1529561201524580353,End this! Unseat all GOP so we can seat politicians who will adopt common sense gun reform! Stop Putin funding Cong… https://t.co/C1qHUZeOXQ
2022-05-25 20:33:00+00:00,1529561190468358149,'WHAT CAN WE DO': Senate Majority Leader Chuck Schumer has quickly set in motion a pair of firearms background chec… https://t.co/7elqucfE6w
2022-05-25 20:33:00+00:00,1529561189784899584,@NathanMackBrown The existing Congress never going to do anything. What we need 60 Democratic senator. This Republi… https://t.co/L6GrhcJSqF
2022-05-25 20:32:56+00:00,1529561172831309828,"Joe Biden continues to tell us as citizens we need to act on things he said he would fix as president, when he has majority of Congress."
2022-05-25 20:32:55+00:00,1529561171635974149,"No other industrialized country has as many children dying, and so violently. Stemming the tide requires systemic r… https://t.co/tK1qORUFDS"
2022-05-25 20:32:54+00:00,1529561167756251138,"Gun violence is the leading cause of death among children. In 2020, 4,357 children were shot and killed. The @aafp… https://t.co/8yyJPJFRlv"
2022-05-25 20:32:48+00:00,1529561139834544134,@nfldraftscout Congress will not act on this they receive to much money from the NRA
2022-05-25 20:32:46+00:00,1529561133832626180,"#congress #Senate #whitehouse Those who sold their sold to the Gun Lobby! Yes, Guns are the problem! No other Natio… https://t.co/g5rcczxAIv"
2022-05-25 20:32:45+00:00,1529561127033749504,"https://t.co/V28b4Sqxvh

“They won’t vote on it because they want to hold onto their own power. It’s pathetic. I’ve had enough.”"
2022-05-25 20:32:44+00:00,1529561122998784000,@POTUS Who is this “We” he’s talking about? Biden’s Party has Congress and the White House. If he and his colleague… https://t.co/BlYltrZyQ1
2022-05-25 20:32:42+00:00,1529561116346572801,Congress Must Act: Gun Violence Is Killing Our Children!
2022-05-25 20:32:41+00:00,1529561110151675907,What is it going to take for these selfish greedy mfers to see that the people are screaming for change on this cou… https://t.co/KQDkUxZXUR
2022-05-25 20:32:38+00:00,1529561099657437188,Congress and the GOP did more in a week to prevent small protests at SCOTUS judges houses than they have done since… https://t.co/LyYPaTT2p2
2022-05-25 20:32:37+00:00,1529561094930542593,Biden wants congress to pass the George Floyd policing act !! Naming something after a criminal and a drug head
2022-05-25 20:32:37+00:00,1529561092673966086,"Urge Congress to increase investments in education. Congress, #HearOurEdStory about the importance of adult educati… https://t.co/4LF53Lh8Jk"
2022-05-25 20:32:36+00:00,1529561089666686976,Are we going to have to just start dumping bodies of children on the steps of the NRA and Congress to try for some… https://t.co/yYRB51gWN7
2022-05-25 20:32:35+00:00,1529561086915407872,"@LegionNetwork__ Congratulations to Legion Network, on winning at the First Place Winners at the 9th Edition of Ago… https://t.co/AXcNozYCdI"
2022-05-25 20:32:35+00:00,1529561085334147072,@AdamKinzinger @Janice36905629 Congress persons need to be required to see existing video of these shooting scenes… https://t.co/pAoxaeXj0v
2022-05-25 20:32:30+00:00,1529561067365580800,"FDA chief faces Congress in heated hearing on baby formula shortage https://t.co/r1FL2IVGKj via @MailOnline 
FDA co… https://t.co/Jfg3tlTU6W"
2022-05-25 20:32:30+00:00,1529561066639790080,"@tribelaw @AlanDersh 

It should be possible to craft language for a Constitutional amendment giving Congress and t… https://t.co/3CvFV2zV5g"
2022-05-25 20:32:30+00:00,1529561064660094976,"@AGRobBonta We also need to stop congress and the senate from trading in stocks while in office. They are ""benefiti… https://t.co/lIJXtqTvGF"
2022-05-25 20:32:26+00:00,1529561047488679936,@RepMarieNewman You know anyone in congress?
2022-05-25 20:32:24+00:00,1529561039016189956,@starrydays17 @rmccown @DougJBalloon Doubtful. They'll just use that as an excuse for every member of congress to c… https://t.co/qHY8mYycER
2022-05-25 20:32:22+00:00,1529561030430535680,Guns claim too many children's lives in this country &amp; shatter families in the process. 1 child killed by a gun is… https://t.co/EXHHwZb34G
2022-05-25 20:32:18+00:00,1529561013800026112,Congratulations to @EmergeAlabama alum @Kathy_Congress on winning her primary for Alabama’s 5th congressional distr… https://t.co/m2YFMY0X1Y
2022-05-25 20:32:16+00:00,1529561005990334465,@RandPaul This is the most you've done in congress this year
2022-05-25 20:32:15+00:00,1529561004018962434,The #NoSurprisesAct in action: A new survey shows the NSA prevented more than 2 million potential surprise medical… https://t.co/WLV4C6xjk1
2022-05-25 20:32:15+00:00,1529561002018328576,"@nathaliejacoby1 I understand what you WANT to ask, but it's not what you asked and, frankly, what you asked makes… https://t.co/9KIQrbrMaq"
2022-05-25 20:32:13+00:00,1529560994577453056,It would be too easy to make an executive order out of anything that you couldn't push through congress. They would always do it.
2022-05-25 20:32:09+00:00,1529560976894619648,@SamWesley_16 @meena That’s the point of the argument. The action has to happen in Congress but the Republican part… https://t.co/ZepoILoTVD
2022-05-25 20:32:09+00:00,1529560976713981956,"@FPWellman @SenRickScott “Owning the libs” it the PRIMARY OBJECTIVE of Republicans in congress, overshadowing any b… https://t.co/yqyq44HZtd"
2022-05-25 20:32:06+00:00,1529560966576631809,"Dear Congress  
Shut the hell up &amp; actually do something - ban assault weapons 1st.  Why can an 18yr old walk into… https://t.co/npNSNrPbmW"
2022-05-25 20:32:06+00:00,1529560963111866375,The haunting reason Congress won’t pass sensible gun laws https://t.co/Lqxb3Xj6vz
2022-05-25 20:32:04+00:00,1529560957873168384,@RomanM0ss President still has to approve it though once it's passed unless Congress overrides it with 2/3rds vote 😍
2022-05-25 20:32:03+00:00,1529560953125216261,Until we the public turn on Congress nothing nothing will be done
2022-05-25 20:32:03+00:00,1529560952034795521,Shippers ready to fight truck driver #overtime pay bill in Congress https://t.co/mFb0TFjOt2 https://t.co/OwUI7aDuyK
2022-05-25 20:32:00+00:00,1529560941498667016,"@POTUS You have control of the White House, Congress and the Senate. Why in God’”s name don’t YOU do something abou… https://t.co/cMYkZwpuPR"
2022-05-25 20:32:00+00:00,1529560940823334915,"@HolyCrapucine @adz122 Mon avis
Tu dis rien à ta soeur
si elle insulte de trop, tu dis que ces propos te gênent

su… https://t.co/EN7YC2oEjy"
2022-05-25 20:31:58+00:00,1529560933156134912,@Reuters other than wanting boris out - when are apologies for unapproved parties worthy of bosses dismissal...dump… https://t.co/rQbXI2hMbs
2022-05-25 20:31:57+00:00,1529560926579400704,When will @DrPaulGosar be punished by Congress.  The GOP exiled Liz Cheney for telling the trugh.  What will they d… https://t.co/WS53x2jF4I
2022-05-25 20:31:56+00:00,1529560923354337282,"Mein jab Cong ki 
#Opportunist ke BAAT Karti hu Toh iss Admi ko
bhi Bahat din #Indicate kar Aayi:Power ki Loobh ne… https://t.co/AhuvvaS26t"
2022-05-25 20:31:55+00:00,1529560918564413440,@RPGloryZen @Emonnnnnnnnnnn @SocDoneLeft Im not saying protests cant be effective. But you need a sympathetic congr… https://t.co/VfZo2O1z6l
2022-05-25 20:31:53+00:00,1529560910133616640,".⁦@DelgadoforNY⁩ delivering an impassioned speech on gun violence, and the inertia of Congress. 

Worth noting, he… https://t.co/7Z05ciS1lH"
2022-05-25 20:31:53+00:00,1529560909676429313,@_craigoo He can sign an executive order to ban guns. Then see it thrown out immediately. He can demand congress pa… https://t.co/Kb3gRrj7a9
2022-05-25 20:31:53+00:00,1529560909538025474,@laurenboebert We know!!!! You’re in Congress..
2022-05-25 20:31:52+00:00,1529560907944173571,@meridithmcgraw He is one of the main reasons this crap is out of control. He’ll do anything for money &amp; his minion… https://t.co/70OUNxWN6o
2022-05-25 20:31:52+00:00,1529560904417026048,@Istiyak10817612 @anjali_dhamania @AmitPat61881310 @asadowaisi 8 saal me desh pr utna karz nhi hua jitna congress k… https://t.co/uMEf9VsugV
2022-05-25 20:31:51+00:00,1529560899840839685,It’s THE top priority for us! Visit https://t.co/9dHrSjIKI7 to learn more and send an email to your Member of Congr… https://t.co/eVduLyyVH1
2022-05-25 20:31:49+00:00,1529560891909410816,State government IT officials said this week they are working to deploy their share of $1 billion of Federal… https://t.co/YtICuHlbO3
2022-05-25 20:31:48+00:00,1529560890173009920,"@joimonki @cynstrunk @aevy1981 It makes me furious that Cobb was split, it’s like these fake cities we voted on. Al… https://t.co/Q2VjHbpvGn"
2022-05-25 20:31:46+00:00,1529560881473937411,"Legislative Profile:
Member, @HouseNGR (1998)
United Nigeria Congress Party (UNCP).

#OrderPaperSpotlight… https://t.co/HQ0JjYdVGk"
2022-05-25 20:31:45+00:00,1529560878390968320,“…they deserve to lose” as if Dems in Congress will be the only ones impacted by a Republican led Congress. Republi… https://t.co/uGs1N6I13f
2022-05-25 20:31:42+00:00,1529560865380265984,@laurenboebert Can't wait to see you leave congress soon. Hopefully planet Earth!
2022-05-25 20:31:41+00:00,1529560861546799107,"Senators are bought. Power, and money above people’ lives. And then you can play around easily by cloaks of constit… https://t.co/0ffaaRIBaG"
2022-05-25 20:31:37+00:00,1529560844983488514,"@Gerrithoudina @AmandaLarreni There are presidents, and Congress folk on either party that could handle this situation far better"
2022-05-25 20:31:35+00:00,1529560835688960001,"People piling on Biden (lol) for not doing more but he doesn’t have the votes in congress. 

This is what saved the USA vs DT"
2022-05-25 20:31:34+00:00,1529560828609011715,wild how we all voted in 2020 and elected a democratic president and a majority democratic congress bc they promise… https://t.co/lvOlvbDtbA
2022-05-25 20:31:31+00:00,1529560817322049536,@sherazzaman @IndiaNews_itv Political regimes? Which political regimes?? Of kashmir?? Govt of muftis abdullahs and Congress's??
2022-05-25 20:31:30+00:00,1529560814578872320,"@anuraagmuskaan 70+ Main jab Insaan cycle se girta Hai to sirf haddiya_n Nahi tooti khud bhi toot jata hai
Khair Ka… https://t.co/MrVmPyiBU3"
2022-05-25 20:31:30+00:00,1529560813605994498,@RepScottPerry Let's ask congress for gun control.
2022-05-25 20:31:30+00:00,1529560812179836930,@DonaldD30079143 @KnutJenssen1 @JennyPalare @LeighWaldman National support for nuclear families would be a gift fro… https://t.co/qZcKcr19eO
2022-05-25 20:31:28+00:00,1529560807217868800,"Let's say NO to ESG and social credit scores.

This is AMERICA, land of the FREE. 

Vote #dubiel4senate before ESG… https://t.co/s1ojDUI9fH"
2022-05-25 20:31:27+00:00,1529560802000347137,@AshBaloghNM Dems run Congress and the executive branch. Who are you cussing at?
2022-05-25 20:31:26+00:00,1529560795746488320,@laurenboebert And I guess that’s why evil people like you are in Congress…we can’t seem to legislate you away either
2022-05-25 20:31:24+00:00,1529560786993045506,From CA to WV @Interior announces a $33 mill.  investment to #cleanupoilwells thanks to the Infrastructure Bill.  T… https://t.co/IhHVQxmc8T
2022-05-25 20:31:23+00:00,1529560783616520192,"If thoughts and prayers worked, we wouldn't need Congress. #GunControlNow"
2022-05-25 20:31:22+00:00,1529560780689100800,"@jadedcreative Maybe, but there are some terrible women in congress too. MTG, boebert etc"
2022-05-25 20:31:21+00:00,1529560774066286593,@PolitiFun2012 Absolutely! We have to stir up the votes to change this country for the better. I do not want to see… https://t.co/7JpbZqWglS
2022-05-25 20:31:18+00:00,1529560762921824256,@RonFilipkowski Some people care about their guns more than they care about other peoples’ children.… https://t.co/pa7YW7Zvod
2022-05-25 20:31:18+00:00,1529560762716413955,"""If an entire classroom of dead first-graders could not spur even remedial action in Congress on gun control, nothi… https://t.co/MfybvkJoqo"
2022-05-25 20:31:18+00:00,1529560761982504961,@RepMTG @RepMTG for president! Smartest person in congress!#TrumpWasRightAboutEverything
2022-05-25 20:31:16+00:00,1529560755078582273,I’m finna get banned but...Why don’t we all just go beat them old niggas in Congress ass till they change the laws?… https://t.co/cys3EaZRIt
2022-05-25 20:31:16+00:00,1529560754629881857,Washington Democratic congressional candidate Rebecca Parson has a unique idea to solve the homelessness crisis: br… https://t.co/vcxmZyg7cA
2022-05-25 20:31:12+00:00,1529560737311608833,"@AnalyticsGOAT @adamcbest Sure, but I am not in Congress, therefore we push for the ideal solution and they comprise. 🤷"
2022-05-25 20:31:11+00:00,1529560733876297728,"@sad_oat Connor maybe you should study government. Congress passes laws and can amend the constitution, not the president"
2022-05-25 20:31:11+00:00,1529560733541093377,"Someone, anyone, point me to what the teachers unions are doing to protect teachers and kids? 

Because if teachers… https://t.co/v6qfSR86oO"
2022-05-25 20:31:11+00:00,1529560732974600193,"@nathaliejacoby1 I'd agree w/that and include and intelligence test and an American history test.  Those and, of co… https://t.co/SmPyD8FfE3"
2022-05-25 20:31:10+00:00,1529560731456155648,@antifaoperative @suekrek @LeaderMcConnell Can we track and post the names and amount NRA Congress backers receive?
2022-05-25 20:31:10+00:00,1529560730457997319,"@TheAlexisKraft @POTUS No, make Congress do their jobs. They make laws, not him."
2022-05-25 20:31:08+00:00,1529560719825461253,Congress 😒 https://t.co/FbF5mr62bz
2022-05-25 20:31:07+00:00,1529560716679815169,"Early bird registration closes on 15 June.
Also, if you join @AvesArgentinas, you will get an additional 20% discou… https://t.co/9UyGeFe9Uc"
2022-05-25 20:31:04+00:00,1529560706076622853,Biden says executive order is “something we can do together” well no it’s not - no representative - no one on Congr… https://t.co/o4GzUqttG3
2022-05-25 20:31:04+00:00,1529560705384468480,"The answer to yesterday's Trivia Question, ""When did Congress pass the Indian Gaming Regulatory Act (IGRA)?"" was…….… https://t.co/EZpZJHpGKM"
2022-05-25 20:31:04+00:00,1529560704637800448,Socialist running as Democrat for Congress wants a million Americans to break into empty homes to force Housing for… https://t.co/bAoEVgIyv9
2022-05-25 20:31:03+00:00,1529560702272188416,@RonFilipkowski Lets’ honor the bravery of children who gave their lives to protect our Second Amendment rights.… https://t.co/75BePuf5Gm
2022-05-25 20:31:02+00:00,1529560698287792130,"#BlueVoices
#ONEV1
#ResistanceUnited
#DemVoice1 
I’m sick and tired of the reference that
“Congress”
Is responsible… https://t.co/ZuJUb5G71y"
2022-05-25 20:31:02+00:00,1529560694823133184,El Digital Business World Congress analizará el cambio de rol que están viviendo los CIO's asociado a la irrupción… https://t.co/nToHKjip2d
2022-05-25 20:31:00+00:00,1529560686929510400,Tune in now as Agriculture Chair @SanfordBishop welcomes Members of Congress to join the @AppropsDems for a Member… https://t.co/rR6bNMCXoM
2022-05-25 20:31:00+00:00,1529560686325444608,"Kevin McCarthy: I don’t expect anything in Congress to be passed before the midterms

https://t.co/ptojpXKE4V"
2022-05-25 20:30:59+00:00,1529560682202636288,"Pres Biden
I'm calling on Congress to pass the Geo Floyd Policing Act."
2022-05-25 20:30:58+00:00,1529560678037565440,@GHighwayusmc @Instantfade8 @jbook37 YOU are the one who has been conned and played the fool by the GOP and NRA ..… https://t.co/qLBJejG6rc
2022-05-25 20:30:57+00:00,1529560675554566144,@BeardedGeek72 @Sasmit5 @Leamander1 @joshuavkidd @meredithshiner Sure. Because what could go wrong if Congress and… https://t.co/PlR3MtwUQd
2022-05-25 20:30:56+00:00,1529560671662313474,@VoteRandyFine Arrest this piece of garbage - MTG sicced Congress security on Jimmy Kimmel for a damn joke.  This i… https://t.co/ZcJPdartlf
2022-05-25 20:30:56+00:00,1529560669497872384,"The truth from @TheOnion (21x) is lost on Congress and their inability to act. (21x times)

Currently 90% of popula… https://t.co/HXsKbdrsXr"
2022-05-25 20:30:51+00:00,1529560650598473732,Every member of Dem Leadership in Congress needs to be primaried. They're risking the lives of kids all over the co… https://t.co/Fg2l2BsC8a
2022-05-25 20:30:50+00:00,1529560645791797251,@MagazineRange Corporations are funneling cash to Congress and State Legislators to put an end to family businesses… https://t.co/PdjaS6RnN4
2022-05-25 20:30:49+00:00,1529560639718686720,@billyeichner @SenSchumer The entire Congress needs to have term limits. And the Supreme Court needs to have term limits
2022-05-25 20:30:48+00:00,1529560635721252864,"Since half of Twitter never paid attention in History or studied any type of Political Science or Government, let m… https://t.co/nCYaUm8KiZ"
2022-05-25 20:30:47+00:00,1529560634597158912,"Yes, this. Easy to get annoyed with Beto sometimes and the Presidential campaign was dumb, but it’s literally night… https://t.co/26GZGkcwUU"
2022-05-25 20:30:47+00:00,1529560631531122688,"A Republican member of Congress owns a gun store and makes millions selling military-style rifles, body armor, ammu… https://t.co/W359GsRgcl"
2022-05-25 20:30:46+00:00,1529560628666544134,@Sandra_Congress @lalasosophie 4 jours en namoureux ils en avaient besoin en plus c'était une surprise de monsieur
2022-05-25 20:30:45+00:00,1529560623360708610,"I wonder if the law makers, congress men &amp; women who are for guns, and the person that sold the assault weapon, to… https://t.co/1eRBQGTmcF"
2022-05-25 20:30:45+00:00,1529560622928580608,@AdamKinzinger @HCPRpro3 That's why you should not resign.  We need you in Congress.
2022-05-25 20:30:42+00:00,1529560611092238336,"The California 2022 primary is on June 7. Here's what to expect on the ballot:
What's on the ballot in California's… https://t.co/7wojhis1y5"
2022-05-25 20:30:40+00:00,1529560602997309440,Thank you @alan4nv for signing the #termlimits on Congress pledge. https://t.co/H7NWPlYLVr https://t.co/Leh1E2Y6S6
2022-05-25 20:30:40+00:00,1529560602200272896,@Bobbycal @sunandavashisht Well said sir. Akhilesh had to give him RS ticket because he got bail for Azam Khan. Thi… https://t.co/ZvOTDV50So
2022-05-25 20:30:38+00:00,1529560597020364800,@cmclymer the demons in congress get ten days off for Memorial Day. Remember they’ll be summering on their yachts w… https://t.co/Pkg0UfUaRb
2022-05-25 20:30:35+00:00,1529560581975355393,"If Congress doesn’t pass the Bipartisan Innovation Act quickly, we’re going to lose out on amazing manufacturing op… https://t.co/Aq820mUbQw"
2022-05-25 20:30:33+00:00,1529560575352528899,And shut down every school starting today until you get this fixed you can have it fixed by August. If you can send… https://t.co/3WMfqSAxpT
2022-05-25 20:30:33+00:00,1529560572773158913,@sapphiresdust He could do something but it's ultimately up to Congress
2022-05-25 20:30:32+00:00,1529560570088800257,"@Heminhaw @alizaslav @jessicadean SCOTUS did prevent Calif etc, you are right.  But the fact that we have not been… https://t.co/ZSuuYN5h3t"
2022-05-25 20:30:32+00:00,1529560569551921153,GOP Minority Leader Kevin McCarthy and Republican Whip Steve Scalise file amicus brief in Steve Bannon contempt of… https://t.co/58kMvjvnY0
2022-05-25 20:30:31+00:00,1529560566473318401,@AOC Says possible one of the most ineffective members of Congress. What is crime like in your district now?
2022-05-25 20:30:30+00:00,1529560560563630088,Tell Congress to implement a... #care2 https://t.co/dEFKUGAagc
2022-05-25 20:30:27+00:00,1529560550014959624,Congress Placed On Lockdown After Deranged Man Enters Senate With Gun Control Measures. SAD!
2022-05-25 20:30:27+00:00,1529560549838802945,End this! Unseat all GOP so we can seat politicians who will adopt common sense gun reform! Stop Putin funding Cong… https://t.co/rdFfakEtir
2022-05-25 20:30:24+00:00,1529560535729156100,@ma_makosh @nathaliejacoby1 English is not my native language. I mean...What the guns are called has no meaning. Co… https://t.co/TNzZr1vXcl
2022-05-25 20:30:24+00:00,1529560535326461952,Exactly what I've been posting all morning. Get off the floor of Congress and into the face of every evil Republica… https://t.co/G6BzPx54Il
2022-05-25 20:30:18+00:00,1529560513675395072,"@Zachlyyy @MSNBC The problem is not unprotected schools. The problem is the gun lobby, the NRA which has Putin's su… https://t.co/cxWyYvK8jQ"
